ID,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,pIC50
CHEMBL2420683,2.243,786.529,14.113,10.799,11.555,9.686,6.095,6.473,4.446,4.824,3.198,3.605,2.187,2.523,0,5.107,0,5.75,5.023,27.649,6.197,19.373,30.332,4.984,16.338,285.056,0.063,-2.26,20,273.634,48710.991,12.758,5.021,2.165,120.966,9.535,0.506,9.535,0.134,0.115,0.134,0.115,-0.506,4.269,80.406,285.73,1,3,0,0,0,2,1,3,3,1,4,0,2,0,0,0,100,9.843,11.499,0,0,0,0,4.984,0,0,0,29.8,23.585,22.71,18.329,3,9.843,22.373,0,4.984,0,0,7.11,53.815,0,22.626,4.737,0,11.499,11.601,17.2,0,0,0,48.792,5.023,21.899,0,42.35,0,6.492,0,0,0,0,0,0,0,39.785,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.96
CHEMBL2420687,2.028,1021.131,15.811,12.584,13.34,11.275,7.371,7.749,5.422,5.8,4.121,4.529,2.928,3.257,0,0,0,0,0,43.444,0,7.11,42.726,29.249,16.338,319.076,0.05,-2.58,23,305.679,319605.526,14.04,5.562,2.318,138.853,6.722,0.497,6.722,0.119,0.722,0.119,0.722,-0.497,5.717,96.247,319.791,0,2,0,0,0,3,1,4,2,0,3,0,2,0,0,0,112,4.737,5.75,0,0,0,0,4.984,0,0,0,54.066,22.905,34.293,12.132,4,4.737,33.146,0,4.984,0,0,7.11,72.014,0,16.876,4.737,0,5.75,11.601,12.094,0,0,0,66.991,5.023,32.672,0,22.12,0,6.722,0,0,0,0,0,0,0,41.222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.53
CHEMBL2420685,2.251,728.797,13.242,10.299,11.055,9.292,5.81,6.188,4.141,4.519,3.035,3.442,2.05,2.386,0,0,0,0,5.023,27.649,6.327,19.503,30.332,9.968,16.338,270.056,0.067,-2.13,19,259.631,35030.516,11.932,4.86,2.129,115.391,6.494,0.497,6.494,0.119,0.686,0.119,0.686,-0.497,3.959,76.536,270.719,0,3,0,0,0,2,1,3,3,0,4,0,2,0,0,0,94,4.737,12.077,0,0,0,0,0,9.968,0,0,29.8,17.519,28.907,12.132,3,4.737,22.373,0,9.968,0,0,7.11,54.075,0,16.876,4.737,0,5.75,11.601,17.078,0,0,0,49.053,5.023,21.899,0,35.01,0,6.494,0,0,0,0,0,0,0,35.117,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
CHEMBL3666705,2.501,854.095,18.665,13.294,14.11,11.588,6.886,8.778,5.065,6.813,2.967,3.574,2.063,2.618,22.806,21.589,0,17,11.313,6.256,37.703,6.066,0,9.706,9.474,376.07,0.267,-2.49,25,361.236,209449.948,18.843,7.176,5.521,142.202,12.519,0.496,12.519,0.422,0.075,0.422,-4.545,-0.496,3.07,86.242,376.356,1,6,0,0,0,1,1,2,5,1,10,0,7,0,0,0,136,9.474,11.499,6.607,10.023,0,6.176,9.706,8.418,13.171,0,0,18.199,29.587,19.053,2,31.063,15.711,0,4.984,0,6.176,24.695,36.659,0,22.626,14.196,18.859,11.499,0,39.551,10.023,0,0,36.659,0,11.127,0,77.52,0,-3.592,0,0,0,0,0,0,60.202,21.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.25
CHEMBL2420682,2.229,786.529,14.113,10.799,11.555,9.686,6.095,6.473,4.446,4.824,3.199,3.606,2.172,2.508,0,5.107,0,5.75,10.772,21.899,0,31.636,24.265,4.984,16.338,285.056,0.063,-2.26,20,273.634,49107.64,12.758,5.021,2.165,120.966,9.607,0.508,9.607,0.137,0.195,0.137,0.195,-0.508,4.269,80.406,285.73,1,3,0,0,0,2,1,3,3,1,4,0,2,0,0,0,100,9.843,11.499,0,0,0,0,4.984,0,0,0,29.8,23.585,22.71,18.329,3,9.843,22.373,0,4.984,0,0,7.11,53.815,0,22.626,4.737,0,11.499,11.601,17.2,0,0,0,48.792,5.023,21.899,0,42.35,0,6.464,0,0,0,0,0,0,0,39.814,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.73
CHEMBL2420681,2.203,801.897,14.82,11.76,12.516,10.224,6.484,6.862,4.628,5.006,3.423,3.83,2.29,2.626,0,0,0,0,10.772,27.649,0,26.613,36.398,4.984,21.075,299.071,0.118,-2.26,21,285.645,86168.203,13.711,5.621,2.523,127.65,6.576,0.497,6.576,0.137,0.682,0.137,0.682,-0.497,4.572,85.293,299.757,0,3,0,0,0,2,1,3,3,0,4,0,3,0,0,0,106,9.474,11.499,0,0,0,0,4.984,0,0,0,29.8,23.585,22.71,25.439,3,9.474,22.373,0,4.984,0,0,14.22,53.815,0,22.626,9.474,0,11.499,11.601,19.204,0,0,0,48.792,5.023,21.899,0,31.35,0,6.576,0,0,0,0,0,0,0,39.201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.03
CHEMBL4063960,1.574,861.349,15.811,12.881,13.698,11.225,7.628,8.445,5.838,6.975,4.293,5.491,3.18,4.456,0,4.39,0,5.817,0,42.754,15.141,36.776,18.33,9.884,4.737,328.105,0.278,-1.98,23,311.276,332079.721,14.602,5.905,2.819,137.888,13.495,0.495,13.495,0.137,0.15,0.137,-0.15,-0.495,4.002,90.39,328.412,0,3,0,1,1,1,2,3,4,0,5,0,3,0,0,0,118,4.737,11.567,0,0,0,0,9.884,4.39,0,11.337,0,47.199,35.408,13.307,4,9.127,21.423,0,9.884,0,19.51,13.655,58.48,0,5.75,4.737,4.39,5.75,11.337,23.538,19.51,5.817,16.004,36.659,0,10.086,0,25.36,0,1.782,0,0,0,0,0,0,13.495,34.723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.35
CHEMBL4278076,1.105,1209.527,27.788,22.616,23.372,19.56,13.41,13.788,9.771,10.178,7.077,7.407,4.832,5.111,5.787,4.795,0,18.804,51.084,29.904,0,24.534,35.029,34.149,35.285,570.225,0.448,-3.15,40,535.794,1776556654.15,28.381,13.472,6.941,238.834,12.145,0.447,12.145,0.409,0.213,0.409,-1.023,-0.447,3.927,149.29,571.074,0,10,0,2,2,2,1,3,9,0,11,0,12,0,2,2,214,38.051,12.711,0,5.787,0,6.093,0,9.779,0,0,41.933,23.763,61.956,39.3,5,28.479,23.382,0,14.451,0,25.043,64.616,83.401,0,0,4.9,10.482,0,11.601,86.365,42.623,0,11.127,67.252,5.023,0,0,87.52,0,6.531,0,0,0,0,0,0,1.917,79.079,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.7
CHEMBL4277054,1.105,1209.527,27.788,22.616,23.372,19.56,13.41,13.788,9.771,10.178,7.077,7.407,4.832,5.111,5.787,4.795,0,18.804,51.084,29.904,0,24.534,35.029,34.149,35.285,570.225,0.448,-3.15,40,535.794,1776556654.15,28.381,13.472,6.941,238.834,12.145,0.447,12.145,0.409,0.213,0.409,-1.023,-0.447,3.927,149.29,571.074,0,10,0,2,2,2,1,3,9,0,11,0,12,0,2,2,214,38.051,12.711,0,5.787,0,6.093,0,9.779,0,0,41.933,23.763,61.956,39.3,5,28.479,23.382,0,14.451,0,25.043,64.616,83.401,0,0,4.9,10.482,0,11.601,86.365,42.623,0,11.127,67.252,5.023,0,0,87.52,0,6.531,0,0,0,0,0,0,1.917,79.079,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.6
CHEMBL3696107,2.037,752.117,14.656,11.997,11.997,10.309,6.721,6.721,4.702,4.702,3.321,3.321,2.224,2.224,0,0,0,0,24.677,22.077,0,13.307,37.386,10.141,13.997,284.116,0.25,-2.4,21,268.187,109635.772,13.577,5.929,2.598,122.042,5.575,0.473,5.575,0.262,0.439,0.262,0.439,-0.473,3.223,79.348,284.315,0,5,0,0,0,1,2,3,5,0,5,0,5,0,0,0,108,13.997,6.607,5.583,0,5.88,0,4.984,0,0,0,12.133,29.777,30.63,11.993,3,13.997,10.969,0,10.141,0,6.924,20.324,42.223,0,17.007,4.737,0,5.88,0,30.464,4.737,6.924,5.563,41.182,0,22.096,0,57.38,0,0,0,0,0,0,0,0,5.477,40.023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.28
CHEMBL3964421,1.174,1368.17,28.167,22.117,24.446,19.277,12.955,15.32,9.663,12.595,6.966,9.348,4.86,6.767,15.81,8.418,0,25.071,60.689,5.687,11.415,24.657,41.096,9.884,42.149,610.142,0.444,-2.38,40,579.292,1309656634.24,29.124,12.644,6.734,243.893,12.419,0.491,12.419,0.216,0.003,0.216,-3.297,-0.491,3.636,152.578,611.548,0,10,0,2,2,2,1,3,9,0,13,0,11,0,2,2,216,28.414,18.46,0,15.81,0,0,0,13.402,4.305,0,29.268,36.398,61.956,36.861,5,27.365,38.913,0,13.856,0,18.436,63.762,76.794,0,5.75,9.637,5.687,5.75,23.202,87.24,36.566,0,5.563,61.186,10.045,0,0,95.36,0,9.375,0,0,0,0,0,0,28.25,54.93,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.72
CHEMBL3980889,1.18,1563.504,29.253,22.227,25.372,19.423,12.789,17.214,10.009,15.328,6.784,11.387,4.887,8.92,30.733,16.836,0,32.407,40.992,11.943,4.305,30.723,39.929,4.984,37.412,644.093,0.423,-2.39,41,615.347,1357508863.22,30.08,12.075,7.34,249.04,12.377,0.491,12.377,0.228,0.216,0.228,-3.855,-0.491,2.991,155.546,645.587,0,11,0,2,2,2,1,3,10,0,15,0,10,0,2,2,222,23.678,18.46,14.922,15.81,0,0,0,21.82,4.305,0,29.268,36.398,61.102,24.502,5,31.046,48.75,0,13.856,0,18.436,55.633,76.794,0,5.75,9.637,5.687,5.75,23.202,87.529,41.666,0,5.563,61.186,10.045,0,0,120.27,0,5.154,0,0,0,0,0,0,50.788,46.53,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8.15
CHEMBL4126014,1.444,1171.206,21.847,17.278,18.851,14.881,10.076,12.302,7.583,10.002,5.368,6.889,3.686,4.756,10.023,8.418,0,0,31.202,27.941,10.561,12.394,24.265,52.368,11.601,453.128,0.208,-2.67,31,429.803,10925579.901,21.558,9.221,5.526,188.208,11.674,0.369,11.674,0.211,0.523,0.211,-3.111,-0.369,4.654,128.683,453.995,0,5,0,1,1,2,1,3,4,0,7,0,5,0,1,1,160,4.9,0,0,10.023,0,0,4.984,8.418,4.305,0,35.886,64.718,49.283,6.256,4,8.418,39.464,0,9.289,0,0,37.335,83.141,0,11.127,4.9,5.687,0,11.601,50.142,10.023,0,11.127,66.991,5.023,23.279,0,53.51,0,3.22,0,0,0,0,0,0,24.882,41.926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.3
CHEMBL4126412,1.405,1150.797,21.847,17.355,18.928,14.864,10.102,12.328,7.702,10.121,5.338,6.86,3.721,4.813,10.023,8.418,0,0,31.202,28.922,10.561,12.524,22.897,52.368,11.601,456.139,0.261,-2.61,31,431.799,12736618.651,21.616,9.259,5.755,187.992,11.672,0.369,11.672,0.211,0.524,0.211,-3.109,-0.369,3.837,126.781,456.999,0,6,0,1,1,2,1,3,5,0,8,0,6,0,1,1,162,9.467,0,0,10.023,0,0,0,13.402,4.305,0,35.886,47.022,55.827,12.583,4,8.418,39.464,0,13.856,0,6.545,37.335,82.899,0,0,4.9,5.687,0,11.601,54.709,16.568,0,16.69,61.186,5.023,12.152,0,58.44,0,3.202,0,0,0,0,0,0,26.885,39.773,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.75
CHEMBL4126429,1.444,1171.206,21.847,17.278,18.095,14.881,10.076,11.924,7.583,9.566,5.368,6.671,3.686,4.513,10.023,12.808,0,5.817,26.179,27.941,22.694,12.394,54.617,9.884,0,437.157,0.208,-3.03,31,413.348,10925579.901,21.212,8.995,5.368,182.07,14.103,0.369,14.103,0.211,0.28,0.211,-3.128,-0.369,4.14,123.631,437.54,0,5,0,1,1,2,1,3,4,0,7,0,5,0,1,1,160,4.9,5.817,0,10.023,0,0,4.984,12.808,4.305,0,24.285,64.718,44.26,6.256,4,12.808,27.863,0,9.289,0,0,37.335,83.935,0,11.127,4.9,10.078,0,0,50.142,10.023,5.817,11.127,66.991,0,23.279,0,53.51,0,-3.128,0,0,0,0,0,0,38.935,38.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.3
CHEMBL4125996,1.405,1150.797,21.847,17.355,18.172,14.864,10.102,11.95,7.702,9.684,5.338,6.642,3.721,4.547,10.023,12.808,0,5.817,32.724,22.378,22.694,12.524,53.248,9.884,0,440.168,0.261,-2.97,31,415.344,12736618.651,21.269,9.032,5.592,181.854,14.037,0.369,14.037,0.211,0.263,0.211,-3.127,-0.369,3.323,121.729,440.544,0,6,0,1,1,2,1,3,5,0,8,0,6,0,1,1,162,9.467,5.817,0,10.023,0,0,0,17.792,4.305,0,24.285,47.022,50.805,12.583,4,12.808,27.863,0,13.856,0,6.545,37.335,83.693,0,0,4.9,10.078,0,0,54.709,16.568,5.817,16.69,61.186,0,12.152,0,58.44,0,-3.127,0,0,0,0,0,0,40.764,36.113,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.24
CHEMBL4285420,1.16,1270.561,25.882,20.701,22.274,17.822,12.216,14.443,9.338,11.728,6.734,8.367,4.659,5.765,15.81,8.418,0,6.104,57.567,16.814,10.561,12.524,47.162,22.017,25.812,546.17,0.423,-2.47,37,515.829,314251217.914,26.15,11.103,6.165,222.111,11.736,0.369,11.736,0.215,0.22,0.215,-3.136,-0.369,3.103,140.91,547.077,0,9,0,2,2,2,1,3,8,0,11,0,8,0,2,2,198,23.678,6.104,0,15.81,0,0,0,13.402,4.305,0,41.933,23.763,54.846,38.948,5,22.628,27.312,0,13.856,0,25.043,50.548,83.401,0,0,4.9,5.687,0,11.601,74.027,43.173,0,11.127,67.252,5.023,0,0,86.13,0,3.376,0,0,0,0,0,0,26.906,53.495,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.92
CHEMBL4280259,1.16,1270.561,25.882,20.701,22.274,17.822,12.216,14.443,9.338,11.728,6.734,8.367,4.659,5.765,15.81,8.418,0,6.104,57.567,16.814,10.561,12.524,47.162,22.017,25.812,546.17,0.423,-2.47,37,515.829,314251217.914,26.15,11.103,6.165,222.111,11.736,0.369,11.736,0.215,0.22,0.215,-3.136,-0.369,3.103,140.91,547.077,0,9,0,2,2,2,1,3,8,0,11,0,8,0,2,2,198,23.678,6.104,0,15.81,0,0,0,13.402,4.305,0,41.933,23.763,54.846,38.948,5,22.628,27.312,0,13.856,0,25.043,50.548,83.401,0,0,4.9,5.687,0,11.601,74.027,43.173,0,11.127,67.252,5.023,0,0,86.13,0,3.376,0,0,0,0,0,0,26.906,53.495,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.82
CHEMBL3983734,1.213,1315.36,26.045,20.295,22.623,17.716,11.878,14.482,9.117,11.943,6.496,8.347,4.596,5.975,15.81,8.418,0,6.104,67.296,5.687,10.561,24.657,41.096,9.884,37.412,566.116,0.4,-2.34,37,539.271,281315176.427,26.274,10.799,6.053,226.05,11.741,0.491,11.741,0.215,0.295,0.215,-3.152,-0.491,3.619,141.759,567.495,0,9,0,2,2,2,1,3,8,0,12,0,8,0,2,2,198,23.678,18.46,0,15.81,0,0,0,13.402,4.305,0,29.268,36.398,54.846,30.757,5,22.628,38.913,0,13.856,0,18.436,50.548,76.794,0,5.75,9.637,5.687,5.75,23.202,74.027,31.829,0,5.563,61.186,10.045,0,0,86.13,0,9.492,0,0,0,0,0,0,26.868,49.695,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.82
CHEMBL3666710,2.248,1041.937,18.242,13.002,13.819,11.65,7.172,9.063,5.541,7.289,3.587,4.193,2.622,3.177,21.763,21.589,0,11.251,16.336,12.322,18.33,30.462,0,9.706,0,366.065,0.118,-2.61,25,353.26,297620.888,17.221,6.034,3.737,141.927,13.549,0.417,13.549,0.417,0.059,0.284,-4.651,-0.284,4.292,90.648,366.364,1,4,0,0,0,2,1,3,3,1,8,0,4,0,0,0,130,0,0,0,10.023,0,6.176,9.706,8.418,13.171,0,30.332,23.082,29.031,11.819,3,21.589,26.483,0,4.984,0,6.176,10.978,60.422,0,11.127,4.722,18.859,0,0,19.658,16.2,0,5.563,54.858,0,21.899,0,59.06,0,-3.681,0,0,0,0,0,0,63.226,16.122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.32
CHEMBL3666703,2.189,1061.031,18.949,13.41,14.227,12.123,7.33,9.221,5.541,7.29,3.469,4.075,2.563,3.118,22.135,21.589,0,11.251,10.95,17.708,18.33,30.462,0,14.443,0,382.06,0.118,-2.81,26,369.259,450094.905,17.995,6.487,4.23,147.04,12.844,0.573,12.844,0.573,0.038,0.405,-4.934,-0.405,4.172,92.329,382.363,1,5,0,0,0,2,1,3,4,1,9,0,5,0,0,0,136,4.737,5.75,0,10.023,0,6.362,9.706,8.418,0,13.171,24.265,17.519,34.973,11.943,3,26.326,26.483,0,4.984,0,6.362,10.978,54.858,0,16.876,9.459,18.859,5.75,0,26.02,10.023,0,0,54.858,0,21.899,0,68.29,0,-3.649,0,0,0,0,0,0,61.218,21.598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.49
CHEMBL3666704,2.123,1077.397,19.656,14.117,14.934,12.623,7.768,9.66,5.897,7.646,3.635,4.241,2.633,3.188,22.806,21.589,0,11.437,11.127,17.028,24.396,6.197,24.265,9.706,4.737,396.076,0.167,-2.81,27,381.27,765201.901,18.966,7.069,4.881,153.405,12.651,0.483,12.651,0.422,0.098,0.422,-4.533,-0.483,4.214,97.196,396.39,1,5,0,0,0,2,1,3,4,1,9,0,6,0,0,0,142,4.737,5.75,6.607,10.023,0,6.176,9.706,8.418,13.171,0,24.265,17.519,34.973,11.943,3,26.326,26.483,0,4.984,0,6.176,17.585,54.858,0,16.876,9.459,18.859,5.75,0,32.441,10.023,0,0,54.858,0,21.899,0,68.29,0,-3.59,0,0,0,0,0,0,60.788,23.469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.23
